item_identifier,outlet_identifier,item_fat_content,item_mrp,item_outlet_sales,item_visibility,item_weight,item_mrp_per_weight,item_mrp_per_visibility,outlet_age,std_of_item_mrp_wrt_item_identifier,avg_item_mrp_wrt_item_type,std_of_item_mrp_wrt_item_type,avg_item_mrp_wrt_outlet_identifier,std_of_item_mrp_wrt_outlet_identifier,avg_item_mrp_wrt_outlet_location_type,std_of_item_mrp_wrt_outlet_location_type,avg_item_mrp_wrt_outlet_size,std_of_item_mrp_wrt_outlet_size,avg_item_mrp_wrt_outlet_type,no_of_outlets_allocated_for_each_item,no_of_items_sold_wrt_each_item_type_in_each_outlet,no_of_items_sold_wrt_each_item_type_in_each_outlet_type,no_of_items_sold_wrt_each_item_type_for_each_outlet_size,no_of_items_sold_wrt_each_fat_content_in_each_outlet_type,no_of_items_sold_wrt_each_fat_content_for_each_outlet_size,no_of_items_sold_wrt_each_fat_content_for_each_item_type,no_of_outlets_allocated_wrt_outlet_size_for_each_outlet_type,item_baking_goods,item_breads,item_breakfast,item_canned,item_dairy,item_frozen_foods,item_fruits_and_vegetables,item_hard_drinks,item_health_and_hygiene,item_household,item_meat,item_seafood,item_snack_foods,item_soft_drinks,item_starchy_foods
FDS46,OUT017,1,118.2782,715.0692,0.047524635,17.6,6.720352272727272,2488.7766102780165,6,1.3124404748406686,146.4603094017093,59.55443369546232,140.99893065456908,62.295512815056185,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,219,1311,1111,3281,2825,848,6191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDS01,OUT018,0,177.0686,1422.1488,0.017817285,11.6,15.264534482758622,9938.023666344228,4,1.2206100478403703,138.62093597785957,60.16233501731816,141.0008994825354,62.02285130857686,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0008994825354,10,119,119,358,999,3010,549,1546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCP29,OUT027,0,64.2168,1278.336,0.1176512987777777,8.42,7.626698337292162,545.8231287467046,28,1.1114305096486112,133.10807878787855,59.7998249394365,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,9,95,95,282,1008,3010,858,1559,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FDB41,OUT045,1,48.1718,709.077,0.097510482,19.0,2.535357894736842,494.016633001568,11,1.1095544651395497,136.46738513323996,66.59733901075771,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,154,928,807,3281,2825,695,6191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDY13,OUT013,0,74.767,2220.443,0.030102335,12.1,6.179090909090909,2483.760811246037,26,1.4474114826130142,138.62093597785957,60.16233501731816,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,9,118,713,118,6013,1004,549,1553,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FDK27,OUT035,0,122.3756,2059.9852,0.008944844,11.0,11.125054545454546,13681.132952123033,9,1.4762941591852388,140.2911413043476,59.00377937174064,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,80,477,420,6013,5171,282,6191,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FDX20,OUT046,0,226.172,3169.208,0.042560252,7.365,30.70902919212492,5314.160263900693,16,1.1847409468365355,144.30423666169895,59.22192266193132,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,9,220,1311,1135,6013,5171,1086,6191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NCQ38,OUT049,0,105.628,1065.28,0.013387211,16.35,6.460428134556573,7890.217013835068,14,1.0909985232702124,133.7450471428572,60.73397201209741,141.1631992258065,62.144593618535815,140.93947999999986,61.99716309565804,141.05877512352268,62.06244154608586,141.012932623198,9,30,180,90,6013,3010,280,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCO55,OUT019,0,105.6938,214.3876,0.159394437,12.8,8.257328125,663.0959146961948,28,1.504216296503483,133.7450471428572,60.73397201209741,140.75238636363633,61.611736135955766,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,140.96114227146813,10,22,40,160,1165,5171,280,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCP02,OUT010,0,61.0562,296.281,0.075000682,7.105,8.59341308937368,814.0752640089325,15,1.1069979423849194,148.7365007751935,62.54545185638939,141.15974248648652,62.010834728877015,141.06588758731854,62.04734275143888,140.94968104052046,62.09842783956534,140.96114227146813,10,104,197,874,1165,5171,1548,1805,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDA32,OUT045,0,214.7192,3020.0688,0.0301552239999999,14.0,15.337085714285717,7120.464434288401,11,0.9577751997902874,144.30423666169895,59.22192266193132,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,218,1311,1135,6013,5171,1086,6191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FDM16,OUT046,1,74.7354,1655.1788,0.033555399,8.155,9.16436541998774,2227.2242985398566,16,0.9765098200076778,136.46738513323996,66.59733901075771,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,8,154,928,807,3281,2825,695,6191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NCZ54,OUT027,0,164.0552,5523.4768,0.082955719,14.650000000000002,11.198307167235496,1977.62374888222,28,1.2245634142646828,148.7365007751935,62.54545185638939,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,10,170,170,506,1008,3010,1548,1559,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDI09,OUT046,1,238.188,5033.448,0.129337594,20.75,11.478939759036145,1841.5991254638616,16,0.7814821083775854,141.28875056179768,60.20032889869596,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,8,10,59,49,3281,2825,36,6191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FDA39,OUT013,0,41.0822,942.7728,0.012707362,6.32,6.500348101265822,3232.944807899547,26,0.9978309810116504,140.2911413043476,59.00377937174064,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,10,80,477,80,6013,1004,282,1553,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FDG46,OUT013,1,113.5518,2732.4432,0.032882271,8.63,13.157798377752028,3453.283381795619,26,1.2404748194855792,146.4603094017093,59.55443369546232,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,10,220,1311,220,3281,549,848,1553,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NCH42,OUT035,0,227.801,3904.917,0.036530411,6.86,33.207142857142856,6235.927649431593,9,1.4192721139138016,148.7365007751935,62.54545185638939,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,169,1013,874,6013,5171,1548,6191,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDU58,OUT027,1,188.7898,2057.9878,0.028871235,6.61,28.56124054462935,6539.027513024643,28,1.1900046685249244,146.4603094017093,59.55443369546232,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,9,220,220,658,551,1645,848,1559,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DRI39,OUT017,0,54.893,679.1160000000001,0.097611115,13.8,3.9777536231884056,562.3642348517379,6,1.1969869580650314,147.23099753521103,70.17838495160788,140.99893065456908,62.295512815056185,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,125,746,639,6013,5171,691,6191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DRO47,OUT049,0,111.686,2263.72,0.112399145,10.195,10.95497793035802,993.65524533127,14,1.0817937778420554,137.29503093922645,65.78069692725421,141.1631992258065,62.144593618535815,140.93947999999986,61.99716309565804,141.05877512352268,62.06244154608586,141.012932623198,9,40,239,119,6013,3010,362,1550,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FDA07,OUT035,1,121.0072,2082.6224,0.030938774,7.55,16.027443708609272,3911.182776667233,9,0.9338688939626956,144.30423666169895,59.22192266193132,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,219,1311,1135,3281,2825,927,6191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NCE07,OUT046,0,142.6154,709.077,0.013130031,8.18,17.434645476772616,10861.771765809235,16,1.3239671026460205,148.7365007751935,62.54545185638939,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,10,169,1013,874,6013,5171,1548,6191,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDV49,OUT045,0,265.2226,5815.0972,0.025879577,10.0,26.52226,10248.335975506863,11,0.9575721614815554,138.62093597785957,60.16233501731816,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,120,713,608,6013,5171,549,6191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCI43,OUT018,0,48.6376,575.2512,0.026074491,19.85,2.450256926952141,1865.3326732245705,4,1.2449182417216893,148.7365007751935,62.54545185638939,141.0008994825354,62.02285130857686,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0008994825354,8,168,168,506,999,3010,1548,1546,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDJ57,OUT010,1,186.5582,185.7582,0.036109859,7.42,25.142614555256063,5166.406216097382,15,1.2077987323133657,141.28875056179768,60.20032889869596,141.15974248648652,62.010834728877015,141.06588758731854,62.04734275143888,140.94968104052046,62.09842783956534,140.96114227146813,10,4,10,49,640,2825,36,1805,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NCL53,OUT013,0,176.1028,1948.1308,0.036204764,7.5,23.480373333333333,4864.078108615761,26,0.9972183534434438,133.10807878787855,59.7998249394365,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,9,94,563,94,6013,1004,858,1553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FDS48,OUT027,0,149.4708,3159.8868,0.027644732,15.150000000000002,9.866059405940591,5406.845687634085,28,0.9259229629582212,127.45823720073652,57.30083627764299,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,10,119,119,357,1008,3010,542,1559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCX17,OUT018,0,233.03,5592.72,0.114066204,21.25,10.966117647058825,2042.936398584808,4,1.4411676813314611,133.10807878787855,59.7998249394365,141.0008994825354,62.02285130857686,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0008994825354,8,92,92,282,999,3010,858,1546,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DRG27,OUT046,0,41.1138,690.4346,0.1051106919999999,8.895,4.62212478920742,391.1476484238159,16,1.1379806676741042,147.23099753521103,70.17838495160788,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,9,124,746,639,6013,5171,691,6191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDG56,OUT018,1,59.7536,918.804,0.071743629,13.3,4.492751879699248,832.876742267944,4,1.1159201484773795,144.30423666169895,59.22192266193132,141.0008994825354,62.02285130857686,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0008994825354,9,219,219,658,547,1645,927,1546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FDV34,OUT049,1,73.5038,1478.076,0.011443222,10.695,6.872725572697522,6423.348249295522,14,1.084870704021656,146.4603094017093,59.55443369546232,141.1631992258065,62.144593618535815,140.93947999999986,61.99716309565804,141.05877512352268,62.06244154608586,141.012932623198,9,219,1311,658,3281,1645,848,1550,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDP56,OUT027,0,47.4692,1576.6144,0.0462590359999999,8.185,5.7995357361026265,1026.1605970344908,28,1.2046207333061767,144.30423666169895,59.22192266193132,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,9,220,220,658,1008,3010,1086,1559,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DRI03,OUT019,0,176.9028,708.4112,0.039751236,6.03,29.337114427860698,4450.246528183426,28,1.1063453348751513,147.23099753521103,70.17838495160788,140.75238636363633,61.611736135955766,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,140.96114227146813,10,70,141,639,1165,5171,691,1805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDG10,OUT019,1,57.6588,400.8116,0.019153299,6.630000000000001,8.696651583710405,3010.384790630585,28,0.9213516640723508,146.4603094017093,59.55443369546232,140.75238636363633,61.611736135955766,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,140.96114227146813,10,116,239,1111,640,2825,848,1805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDO34,OUT035,0,169.0816,5201.2296,0.029933275,17.7,9.552632768361583,5648.616798529396,9,1.4408716497700749,146.4603094017093,59.55443369546232,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,219,1311,1111,6013,5171,1141,6191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDR51,OUT045,1,151.4708,2407.5328,0.1738215189999999,9.035,16.764892086330935,871.4156962349409,11,1.08452315613383,140.2911413043476,59.00377937174064,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,7,79,477,420,3281,2825,454,6191,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FDC59,OUT017,1,64.2168,1661.8368,0.054937907,16.7,3.845317365269461,1168.897824957183,6,0.9310090105781872,149.75191747211886,66.71695909028087,140.99893065456908,62.295512815056185,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,30,180,149,3281,2825,112,6191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FDH09,OUT045,0,53.2982,736.3748,0.056191301,12.6,4.230015873015874,948.5133650847488,11,0.8642709561904096,141.28875056179768,60.20032889869596,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,8,10,59,49,6013,5171,53,6191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FDW09,OUT010,1,80.2302,79.2302,0.0433861309999999,13.65,5.877670329670329,1849.2130584310453,15,0.9601793813889352,146.4603094017093,59.55443369546232,141.15974248648652,62.010834728877015,141.06588758731854,62.04734275143888,140.94968104052046,62.09842783956534,140.96114227146813,9,123,239,1111,640,2825,848,1805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDB52,OUT049,0,257.2672,3068.0064,0.03048292,17.75,14.49392676056338,8439.716405121295,14,0.5783117190966033,147.23099753521103,70.17838495160788,141.1631992258065,62.144593618535815,140.93947999999986,61.99716309565804,141.05877512352268,62.06244154608586,141.012932623198,9,124,746,373,6013,3010,691,1550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDL56,OUT027,0,88.9198,3139.9128,0.12517151,14.099999999999998,6.306368794326242,710.3836967373804,28,1.2035826149920543,144.30423666169895,59.22192266193132,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,9,220,220,658,1008,3010,1086,1559,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FDK58,OUT018,1,100.0016,1012.016,0.0451657959999999,11.35,8.810713656387666,2214.100245238676,4,1.0584317539538266,146.4603094017093,59.55443369546232,141.0008994825354,62.02285130857686,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0008994825354,9,219,219,658,547,1645,848,1546,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDC46,OUT013,0,182.8266,5163.9448,0.1164455,17.7,10.329186440677969,1570.0615309307789,26,1.343296111973989,146.4603094017093,59.55443369546232,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,9,220,1311,220,6013,1004,1141,1553,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDL08,OUT046,0,246.7144,5145.3024,0.049719026,10.8,22.843925925925927,4962.172830980237,16,1.4589012499627456,144.30423666169895,59.22192266193132,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,8,220,1311,1135,6013,5171,1086,6191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FDE23,OUT017,1,47.806,1071.938,0.053481818,17.6,2.71625,893.8738769127109,6,0.9377869931090153,149.75191747211886,66.71695909028087,140.99893065456908,62.295512815056185,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,30,180,149,3281,2825,112,6191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FDN08,OUT045,1,117.5466,824.9262,0.088543868,7.72,15.226243523316064,1327.5521236546836,11,1.2737739202856984,144.30423666169895,59.22192266193132,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,218,1311,1135,3281,2825,927,6191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NCX05,OUT010,0,117.6492,347.5476,0.162462044,15.2,7.740078947368421,724.1642238601897,15,1.0997474457549063,133.10807878787855,59.7998249394365,141.15974248648652,62.010834728877015,141.06588758731854,62.04734275143888,140.94968104052046,62.09842783956534,140.96114227146813,10,55,108,482,1165,5171,858,1805,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FDS56,OUT046,1,260.7252,6033.4796,0.038756864,5.785,45.06917891097666,6727.200632125447,16,1.319090595827294,144.30423666169895,59.22192266193132,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,9,220,1311,1135,3281,2825,927,6191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FDX36,OUT045,1,226.5404,4500.808,0.128543405,9.695,23.366725116039195,1762.3650159259437,11,1.2372011423639553,127.45823720073652,57.30083627764299,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,117,709,610,3281,2825,544,6191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDZ01,OUT035,1,104.099,2476.776,0.0090571319999999,8.975,11.598774373259053,11493.594219450484,9,0.9447221813845604,138.62093597785957,60.16233501731816,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,118,713,608,3281,2825,535,6191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FDW46,OUT045,1,63.4484,1043.9744,0.070444232,13.0,4.880646153846154,900.6897825218679,11,1.1955937622973984,146.4603094017093,59.55443369546232,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,218,1311,1111,3281,2825,848,6191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDK27,OUT049,0,119.1756,1696.4584,0.008960445,11.0,10.834145454545457,13300.187658090645,14,1.4762941591852388,140.2911413043476,59.00377937174064,141.1631992258065,62.144593618535815,140.93947999999986,61.99716309565804,141.05877512352268,62.06244154608586,141.012932623198,9,78,477,236,6013,3010,282,1550,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FDT26,OUT049,1,120.344,1797.66,0.068059156,18.85,6.384297082228116,1768.2264528816668,14,1.137588301125298,147.23099753521103,70.17838495160788,141.1631992258065,62.144593618535815,140.93947999999986,61.99716309565804,141.05877512352268,62.06244154608586,141.012932623198,8,124,746,373,3281,1645,445,1550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCQ30,OUT045,0,123.8414,487.3656,0.029131242,7.725,16.03124919093851,4251.154138913816,11,1.5231546211727751,148.7365007751935,62.54545185638939,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,170,1013,874,6013,5171,1548,6191,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDP25,OUT035,0,216.3824,6114.7072,0.021203509,15.2,14.235684210526315,10205.027856474131,9,1.1963370019447774,138.62093597785957,60.16233501731816,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,118,713,608,6013,5171,549,6191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FDV09,OUT049,0,147.5734,3414.8882,0.020600553,12.1,12.196148760330578,7163.564978085782,14,1.4040022158893564,146.4603094017093,59.55443369546232,141.1631992258065,62.144593618535815,140.93947999999986,61.99716309565804,141.05877512352268,62.06244154608586,141.012932623198,10,219,1311,658,6013,3010,1141,1550,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDS37,OUT017,0,115.7492,2548.6824,0.032125561,7.655,15.120731548007836,3603.025017991125,6,1.4646766802874234,138.62093597785957,60.16233501731816,140.99893065456908,62.295512815056185,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,118,713,608,6013,5171,549,6191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FDV59,OUT035,0,219.6166,3483.4656,0.048017962,13.35,16.450681647940076,4573.634341249218,9,1.249444320932757,141.38984903846156,63.190637461084506,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,45,268,236,6013,5171,222,6191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDB56,OUT035,1,187.4556,3755.112,0.07461309,8.75,21.423497142857144,2512.368808207782,9,0.6577830732305018,144.30423666169895,59.22192266193132,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,8,219,1311,1135,3281,2825,927,6191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FDP49,OUT027,1,54.5614,1713.1034,0.068754395,9.0,6.062377777777778,793.5696328940136,28,0.8705043238133733,137.98544408602152,56.218723517509325,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,9,20,20,60,551,1645,120,1559,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDP26,OUT046,0,105.6306,418.1224,0.139552827,7.785,13.568477842003851,756.9219647553253,16,1.2727922061357837,147.23099753521103,70.17838495160788,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,9,124,746,639,6013,5171,691,6191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDH40,OUT046,1,79.9276,1137.1864,0.0789295709999999,11.6,6.890310344827586,1012.6445511784171,16,1.607655297492456,136.46738513323996,66.59733901075771,140.8219816774196,62.106844175796304,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,141.012932623198,10,154,928,807,3281,2825,695,6191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDT03,OUT018,0,181.7608,1102.5648,0.010039493,21.25,8.553449411764705,18104.579583849503,4,1.542580810056822,140.2911413043476,59.00377937174064,141.0008994825354,62.02285130857686,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0008994825354,10,78,78,236,999,3010,282,1546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NCK18,OUT027,0,164.1184,3797.7232,0.0066656669999999,9.6,17.09566666666667,24621.451986725413,28,1.0517709932405457,148.7365007751935,62.54545185638939,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,10,170,170,506,1008,3010,1548,1559,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDB59,OUT045,0,197.6084,2380.9008,0.015309885,18.25,10.827857534246574,12907.242608288696,11,0.9756764035500884,146.4603094017093,59.55443369546232,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,218,1311,1111,6013,5171,1141,6191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDS55,OUT045,0,150.0734,4454.202,0.081328781,7.02,21.377977207977207,1845.2680361703683,11,1.4236494574781249,144.30423666169895,59.22192266193132,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,218,1311,1135,6013,5171,1086,6191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FDN15,OUT013,0,139.918,419.454,0.016720132,17.5,7.9953142857142865,8368.235370390617,26,1.2329278612761936,140.2911413043476,59.00377937174064,141.12842833226,62.14084848045319,141.06588758731854,62.04734275143888,141.12842833226,62.14084848045319,141.012932623198,10,80,477,80,6013,1004,282,1553,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DRI01,OUT017,0,171.2422,3103.9596,0.034647829,7.97,21.4858469259724,4942.364498508695,6,1.1012619024454566,135.4037258953167,60.552402888534985,140.99893065456908,62.295512815056185,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,80,477,407,6013,5171,617,6191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FDK10,OUT027,1,181.166,3415.554,0.04016342,5.785000000000001,31.316508210890227,4510.721447526132,28,1.309239146549302,146.4603094017093,59.55443369546232,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,8,220,220,658,551,1645,848,1559,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDU02,OUT019,0,228.9352,916.1408,0.179484411,13.349999999999998,17.14870411985019,1275.515788387884,28,1.244766823322519,147.23099753521103,70.17838495160788,140.75238636363633,61.611736135955766,140.93947999999986,61.99716309565804,140.94968104052046,62.09842783956534,140.96114227146813,9,70,141,639,1165,5171,691,1805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCJ54,OUT045,0,233.0642,6041.4692,0.060188932,9.895,23.553734209196566,3872.210259520803,11,1.4373973393293498,148.7365007751935,62.54545185638939,140.85734056847554,62.26267620014392,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,170,1013,874,6013,5171,1548,6191,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DRK12,OUT017,0,32.09,432.77,0.042123243,9.5,3.377894736842105,761.8121900063584,6,0.7017834423809108,135.4037258953167,60.552402888534985,140.99893065456908,62.295512815056185,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,9,80,477,407,6013,5171,617,6191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FDL38,OUT035,1,90.9172,2141.2128,0.0147303219999999,13.8,6.588202898550724,6172.112191437499,9,1.2094535037684484,138.62093597785957,60.16233501731816,141.1072277419356,62.15595001828972,140.98787248437867,62.22464695997304,140.94968104052046,62.09842783956534,141.012932623198,10,118,713,608,3281,2825,535,6191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCH55,OUT027,0,125.202,2783.0440000000003,0.034504414,16.349999999999998,7.657614678899084,3628.579230471789,28,1.2428014948315569,148.7365007751935,62.54545185638939,141.0123468890318,62.05966042117144,141.06588758731854,62.04734275143888,141.05877512352268,62.06244154608586,141.0123468890318,10,170,170,506,1008,3010,1548,1559,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
